complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,reporting_delay_hours,bank_response_delay_hours,fraud_unauthorized_flag,report_date
CBK0001417,TXN00014359,USR93454,6178,,2026-03-02,,Account Takeover,Payment made to unknown merchant as per customer statement.,Closed,,Low,chatbot,,,0,2026-03-02
CBK0001565,TXN00019006,USR76917,MCH2053,,2026-03-17,,merchant service issue,customer says transaction was not authorized.,REJECTED,,MEDIUM,IVR,,,0,2026-03-17
CBK0000830,TXN00007939,USR55355,MCH2375,,,976.66,not delivered,Customer says amount was debited twice.,Open,,MEDIUM,Branch,,,0,
CBK0002595,TXN00006136,USR28582,MCH5118,,,,not delivered,Merchant service was not delivered after payment.,WIP,,L,ivr,,,0,
CBK0000253,TXN00009329,USR58076,MCH4388,,,648.33,DUP_DEBIT,payment made to unknown merchant as per customer statement.,Closed,,CRIT,App,,,0,
CBK0001279,TXN42287,USR83181,MCH2757,2026-02-24,,,not done by me,User reports money deducted but merchant denies receiving payment.,REJECTED,,M,App,,,0,
CBK0001955,TXN00018686,USR46407,MCH5510,,,530.01,unauthorized_transaction,Customer says transaction was not authorized.,PENDING_BANK,,M,chatbot,,,1,
CBK0000119,TXN79001,USR68410,1820,,2026-03-15,,Service Not Provided,User reports money deducted but merchant denies receiving payment.,Resolved,,P4,CHATBOT,,,0,2026-03-15
CBK0002049,TXN47225,USR73797,MCH2065,,,,incorrect amount,User says UPI PIN was not entered by them.,WIP,,P4,chatbot,,,0,
CBK0001489,TXN00014835,USR25333,MCH5151,2026-02-25,,2565.94,unauthorized_transaction,Customer says amount was debited twice.,Pending Bank,,M,IVR,,,1,
CBK0002698,TXN00019768,USR65106,MCH2472,2026-03-29,,537.48,UNAUTHORISED,User claims account was compromised before transaction.,Resolved,,H,Branch,,,1,
CBK0002529,TXN00012156,USR45756,MCH6446,2026-02-04,,-1477.28,customer issue,Complaint received after multiple failed attempts.,REJECTED,,M,CHATBOT,,,0,
CBK0001652,TXN00018423,USR89267,MCH7879,,,,merchant service issue,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,,H,IVR,,,0,
CBK0001924,TXN00005199,USR42019,MCH3162,,,2351.11,unauthorized_transaction,payment made to unknown merchant as per customer statement.,Resolved,,Low,ivr,,,1,
CBK0001178,TXN00014094,USR27804,MCH3932,,,-2999.91,incorrect amount,merchant service was not delivered after payment.,OPEN,2026-03-20 12:30:01,M,CHATBOT,,,0,
CBK0002203,TXN00005966,USR98685,MCH9257,,,,ATO,Customer says transaction was not authorized. details missing,RESOLVED,,MEDIUM,Email,,,0,
CBK0001473,TXN00001160,USR20984,MCH6953,,,2273.54,charged twice,customer complaint text unclear due to poor call center notes.,PENDING_BANK,,P4,Email,,,0,
CBK0001769,TXN00001679,USR43379,MCH9176,,,,customer issue,Suspicious high-value payment disputed by customer.,RESOLVED,,Medium,CHATBOT,,,0,
CBK0001563,TXN00004035,USR38725,MCH4473,,,,charged twice,User claims account was compromised before transaction.,Closed,,M,IVR,,,0,
CBK0000763,TXN00005691,USR98061,MCH6850,,,,extra amount deducted,Suspicious high-value payment disputed by customer.,Pending Bank,,High,Email,,,0,
CBK0001306,TXN00000143,USR63816,MCH4399,,,,extra amount deducted,User says UPI PIN was not entered by them.,PENDING_BANK,,Medium,Call Center,,,0,
CBK0002421,TXN00008235,USR71538,MCH4564,,,,Customer Dispute,Customer complaint text unclear due to poor call center notes. call dropped,REJECTED,,P3,Branch,,,0,
CBK0001918,TXN00006549,USR90740,MCH2943,,,,complaint,User says UPI PIN was not entered by them.,REJECTED,,L,IVR,,,0,
CBK0001928,TXN00018064,USR85507,MCH2857,,,,complaint,Customer says transaction was not authorized.,RESOLVED,,P3,Email,,,0,
CBK0001721,TXN00013741,USR65211,MCH5954,2026-02-08,,1756.23,Merchant Not Delivered,Complaint received after multiple failed attempts.,Closed,,High,Branch,,,0,
CBK0001619,TXN00007989,USR21845,MCH1998,,,1245.09,amount mismatch,Customer complaint text unclear due to poor call center notes.,Closed,,Medium,CHATBOT,,,0,
CBK0000139,TXN34566,USR29306,MCH4355,,,,DUP_DEBIT,User says UPI PIN was not entered by them.,REJECTED,,L,ivr,,,0,
CBK0001893,TXN00018872,USR67363,MCH2594,2026-01-31,,,unauth txn,User reports money deducted but merchant denies receiving payment.,REJECTED,,P3,IVR,,,0,
CBK0001686,TXN00003833,21384,MCH4729,,2026-03-22,,Customer Dispute,Customer says transaction was not authorized.,Open,,Medium,ivr,,,0,2026-03-22
CBK0000868,TXN00017012,USR26098,MCH2383,,,990.42,service failed,customer says amount was debited twice.,RESOLVED,,Medium,ivr,,,0,
CBK0002309,TXN00012387,USR18453,MCH5452,,,-2462.0,DUP_DEBIT,Customer complaint text unclear due to poor call center notes. NA,Rejected,,Medium,CHATBOT,,,0,
CBK0000116,TXN00008116,USR77356,MCH8789,,,841.93,UNAUTHORISED,Suspicious high-value payment disputed by customer.,CLOSED,,Low,IVR,,,1,
CBK0000093,TXN00009196,USR28608,MCH7127,,,,Service Not Provided,Suspicious high-value payment disputed by customer.,Pending Bank,,MEDIUM,Email,,,0,
CBK0000064,TXN00019898,USR48525,MCH5257,,,,amount mismatch,Suspicious high-value payment disputed by customer.,CLOSED,2026-04-03 20:30:01,MEDIUM,Email,,,0,
CBK0002119,TXN00005222,USR53942,MCH6399,,,,Account Takeover,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Rejected,,P4,IVR,,,0,
CBK0002412,TXN00003020,USR96958,MCH8779,,,2521.22,DUP_DEBIT,User claims account was compromised before transaction.,CLOSED,2026-03-18 20:13:34,LOW,Email,,,0,
CBK0000149,TXN00015300,USR25559,MCH8125,,,,account hacked,Merchant service was not delivered after payment.,In Progress,,Medium,App,,,0,
CBK0002702,TXN00010278,USR59665,MCH8977,,,-1779.15,Unauthorized Transaction,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,CLOSED,,High,IVR,,,1,
CBK0002747,TXN00010095,USR18347,MCH9442,2026-03-24,,,Duplicate Debit,Merchant service was not delivered after payment.,Resolved,,Low,Email,,,0,
CBK0002394,TXN00001169,USR60198,MCH6518,2026-02-27,2026-03-03,10453.78,extra amount deducted,Customer says transaction was not authorized.,WIP,,M,CHATBOT,96.0,,0,2026-03-03
CBK0001574,TXN00019043,USR90528,MCH6885,,,,FRAUD,user reports money deducted but merchant denies receiving payment.,PENDING_BANK,,H,Branch,,,1,
CBK0002307,TXN36574,USR15565,MCH4590,,,,Fraud Suspected,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Resolved,,P3,Call Center,,,1,
CBK0000816,TXN00014266,USR92332,MCH2146,,,,Customer Dispute,Customer complaint text unclear due to poor call center notes. details missing,Pending Bank,,Medium,Branch,,,0,
CBK0001321,TXN00019939,USR87558,MCH3588,2026-02-19,,,Merchant Not Delivered,User claims account was compromised before transaction. call dropped,RESOLVED,,P3,Email,,,0,
CBK0000821,TXN00001860,USR54089,MCH8467,,,,ATO,User reports money deducted but merchant denies receiving payment.,Open,,L,IVR,,,0,
CBK0002326,TXN00005168,USR42079,MCH6628,,,5074.67,FRAUD,Customer complaint text unclear due to poor call center notes.,Resolved,,HIGH,Call Center,,,1,
CBK0002415,TXN00007375,USR25624,MCH3252,,,,complaint,Payment made to unknown merchant as per customer statement.,Resolved,,High,Call Center,,,0,
CBK0001513,TXN00000653,USR70889,MCH8076,,2026-03-19,,not delivered,Customer says transaction was not authorized.,Pending Bank,,P4,App,,,0,2026-03-19
CBK0002048,TXN00015397,USR65030,MCH4270,,,460.42,Account Takeover,User reports money deducted but merchant denies receiving payment. call dropped,Rejected,,CRITICAL,Branch,,,0,
CBK0002293,TXN00004932,USR18205,MCH1981,,,,Fraud Suspected,User reports money deducted but merchant denies receiving payment.,REJECTED,,LOW,Branch,,,1,
CBK0000520,TXN00002770,USR60151,MCH8249,,,-908.2,incorrect amount,Customer says amount was debited twice.,WIP,,L,chatbot,,,0,
CBK0001708,TXN00009350,USR60818,MCH2906,,,,amount mismatch,Customer says transaction was not authorized.,RESOLVED,,P3,Call Center,,,0,
CBK0001097,,USR34204,MCH5980,,,2968.29,amount mismatch,Merchant service was not delivered after payment.,Rejected,,P3,IVR,,,0,
CBK0000477,TXN00001582,USR30157,MCH7030,,,6740.29,account hacked,User says UPI PIN was not entered by them.,CLOSED,,MEDIUM,ivr,,,0,
CBK0000740,TXN00019738,USR22040,MCH1234,,,584.74,Account Takeover,Merchant service was not delivered after payment.,RESOLVED,2026-04-07 03:59:33,P4,Email,,,0,
CBK0001907,TXN00014905,USR24536,MCH2714,,,797.17,complaint,Merchant service was not delivered after payment.,Open,,P3,App,,,0,
CBK0001098,TXN00006667,USR54912,4734,,,4240.52,delivery issue,User reports money deducted but merchant denies receiving payment. call dropped,In Progress,,L,CHATBOT,,,0,
CBK0002034,TXN00014295,USR46599,MCH7669,2026-02-22,,3265.64,DUP_DEBIT,customer complaint text unclear due to poor call center notes.,Resolved,,LOW,Call Center,,,0,
CBK0000328,TXN00011489,USR62345,MCH8996,,,,account hacked,Customer says transaction was not authorized.,Closed,,P4,chatbot,,,0,
CBK0002510,TXN49297,USR99880,1439,,,,dispute raised,User says UPI PIN was not entered by them. NA,PENDING_BANK,,P3,Email,,,0,
CBK0000819,TXN00008276,USR66046,MCH3941,,,,not done by me,Suspicious high-value payment disputed by customer.,OPEN,,P2,chatbot,,,0,
CBK0001301,TXN00005559,USR98939,MCH5403,,,597.81,Customer Dispute,merchant service was not delivered after payment.,REJECTED,,MEDIUM,chatbot,,,0,
CBK0000547,TXN00003173,USR42144,MCH9330,,,,charged twice,Customer complaint text unclear due to poor call center notes.,REJECTED,,L,Email,,,0,
CBK0001625,TXN00006214,USR39132,MCH3495,,,,customer issue,User reports money deducted but merchant denies receiving payment.,Closed,2026-04-12 23:46:08,MEDIUM,Email,,,0,
CBK0001515,TXN00000062,USR11366,MCH2992,,,330.73,merchant service issue,User says UPI PIN was not entered by them.,CLOSED,,P4,Branch,,,0,
CBK0000788,TXN00003574,USR22284,MCH4473,2026-03-28,,3933.58,Unauthorized Transaction,User says UPI PIN was not entered by them.,RESOLVED,,L,Branch,,,1,
CBK0000089,TXN00017797,USR85655,MCH8344,,,1590.47,not delivered,Complaint received after multiple failed attempts.,OPEN,,High,ivr,,,0,
CBK0002218,TXN00018418,USR35410,MCH7622,,2026-03-16,671.84,Customer Dispute,Customer says transaction was not authorized.,WIP,,H,Branch,,,0,2026-03-16
CBK0001356,TXN00018996,USR61151,MCH3100,,,1863.8,incorrect amount,Customer says amount was debited twice.,Closed,,L,ivr,,,0,
CBK0001028,TXN00007136,USR67087,MCH5446,,,6758.4,DUP_DEBIT,Customer complaint text unclear due to poor call center notes.,In Progress,,LOW,Call Center,,,0,
CBK0000407,TXN00008429,USR90727,MCH2989,,,,Customer Dispute,User claims account was compromised before transaction.,In Progress,,MEDIUM,App,,,0,
CBK0000386,TXN00017080,USR66286,MCH2441,,,687.73,DUP_DEBIT,Merchant service was not delivered after payment.,Rejected,,L,CHATBOT,,,0,
CBK0002369,TXN00000843,USR72135,MCH4517,,,947.54,login compromised,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,Rejected,,Low,Call Center,,,0,
CBK0001194,TXN00010450,USR85606,MCH3304,,,,account hacked,Suspicious high-value payment disputed by cust.,PENDING_BANK,,P3,IVR,,,0,
CBK0000299,TXN00010454,USR21651,MCH1397,,,2554.86,account hacked,Merchant service was not delivered after payment.,In Progress,,L,Branch,,,0,
CBK0000125,TXN00006063,USR72570,MCH3943,2026-02-14,,,ATO,User claims account was compromised before transaction.,IN_PROGRESS,,High,ivr,,,0,
CBK0000754,TXN00001826,USR35882,MCH3115,,,895.55,customer issue,User claims account was compromised before transaction. urgent,Pending Bank,,Medium,chatbot,,,0,
CBK0001655,TXN00016496,USR31906,MCH4225,,,5996.21,customer issue,Customer complaint text unclear due to poor call center notes.,RESOLVED,,CRITICAL,IVR,,,0,
CBK0002024,TXN00016207,USR91246,MCH7726,,,,not delivered,Suspicious high-value payment disputed by customer.,CLOSED,,P3,Email,,,0,
CBK0001470,TXN30234,USR24750,MCH6880,,,,fraud,Customer complaint text unclear due to poor call center notes.,CLOSED,,M,Branch,,,1,
CBK0001499,TXN00016211,USR84128,MCH7738,2026-03-02,,-6191.97,Duplicate Debit,Payment made to unknown merchant as per customer statement.,REJECTED,,H,chatbot,,,0,
CBK0002580,TXN00004925,USR73573,MCH6810,,,,no service,User reports money deducted but merchant denies receiving payment.,REJECTED,,M,App,,,0,
CBK0001399,TXN00015053,USR20076,5050,,,-3746.75,double debit,merchant service was not delivered after payment.,RESOLVED,,Medium,Email,,,0,
CBK0002120,TXN00008067,USR62703,MCH7593,,,14279.05,item not received,customer complaint text unclear due to poor call center notes.,IN_PROGRESS,,CRIT,chatbot,,,0,
CBK0000349,TXN00015766,USR88643,MCH2541,2026-02-12,,2585.25,not done by me,Suspicious high-value payment disputed by customer.,Rejected,,HIGH,ivr,,,0,
CBK0000160,TXN00015230,38364,MCH5454,,,2419.56,customer issue,Merchant service was not delivered after payment.,PENDING_BANK,,P2,Call Center,,,0,
CBK0001199,TXN00005512,USR76915,MCH3815,,,,DUP_DEBIT,suspicious high-value payment disputed by customer.,WIP,,P4,chatbot,,,0,
CBK0001976,TXN00004835,USR37357,MCH5772,,,,account hacked,user reports money deducted but merchant denies receiving payment.,In Progress,,Medium,IVR,,,0,
CBK0001819,TXN00014412,USR27393,9291,,,,extra amount deducted,suspicious high-value payment disputed by customer.,REJECTED,,M,ivr,,,0,
CBK0001463,TXN00018916,USR92463,MCH4008,,,,extra amount deducted,User reports money deducted but merchant denies receiving payment. NA,Pending Bank,,Medium,ivr,,,0,
CBK0002435,TXN00015767,USR33671,MCH2699,,,1904.98,item not received,Merchant service was not delivered after payment.,Rejected,,P3,CHATBOT,,,0,
CBK0001554,TXN00012362,USR87967,MCH3177,2026-02-01,,,login compromised,Merchant service was not delivered after payment.,Resolved,,P4,Email,,,0,
CBK0002443,TXN00017471,44213,MCH3992,,2026-02-04,,Unauthorized Transaction,User claims account was compromised before transaction.,REJECTED,,H,Email,,,1,2026-02-04
CBK0000204,TXN00014673,USR21209,MCH8154,,,749.06,customer issue,Customer says amount was debited twice.,Closed,,MEDIUM,Call Center,,,0,
CBK0002056,TXN00003732,USR18442,MCH1606,,,5678.98,not done by me,Customer says transaction was not authorized.,RESOLVED,,Critical,ivr,,,0,
CBK0002192,TXN00002316,USR77746,MCH1674,,2026-01-14,20754.36,scam,Customer says amount was debited twice.,In Progress,,H,IVR,,,0,2026-01-14
CBK0002590,TXN00001121,USR43833,MCH4575,,,,delivery issue,user says upi pin was not entered by them.,Closed,,Medium,Email,,,0,
CBK0001086,TXN00019525,USR21162,MCH3992,,,5874.15,dispute raised,customer complaint text unclear due to poor call center notes.,In Progress,,Low,Call Center,,,0,
CBK0002137,TXN00008657,USR34250,MCH6955,,,4252.24,fraud,Suspicious high-value payment disputed by customer. urgent,Open,,P4,ivr,,,1,
CBK0002492,TXN00001518,USR20737,5541,,,9039.58,dispute raised,Complaint received after multiple failed attempts. urgent,IN_PROGRESS,,P2,Email,,,0,
CBK0001965,TXN00008205,USR62398,MCH6714,2026-02-12,2026-02-12,,ATO,Customer says amount was debited twice. pls check asap,Resolved,2026-03-01 22:26:43,P2,CHATBOT,0.0,430.4452777777778,0,2026-02-12
CBK0001409,TXN00014019,USR20076,MCH4751,,2026-01-16,,service failed,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,,Medium,CHATBOT,,,0,2026-01-16
CBK0000738,TXN00018812,USR98980,MCH2757,2026-01-05,,,FRAUD,User says UPI PIN was not entered by them.,Pending Bank,,High,Call Center,,,1,
CBK0000293,TXN00016470,USR50092,MCH1879,,,1947.05,Customer Dispute,Suspicious high-value payment disputed by customer.,Pending Bank,,P2,IVR,,,0,
CBK0001585,TXN82330,USR14591,MCH3928,,,,Merchant Not Delivered,Customer complaint text unclear due to poor call center notes.,Pending Bank,,P1,ivr,,,0,
CBK0000019,TXN00008321,USR27583,MCH4590,,,699.14,DUP_DEBIT,User says UPI PIN was not entered by them.,WIP,,H,chatbot,,,0,
CBK0001180,TXN00012133,USR84844,MCH6202,,2026-02-06,7361.16,dispute raised,customer says transaction was not authorized.,Pending Bank,,Medium,chatbot,,,0,2026-02-06
CBK0000324,TXN00014492,USR34540,MCH4590,,,,Fraud Suspected,user says upi pin was not entered by them.,Resolved,,H,CHATBOT,,,1,
CBK0001005,TXN00006695,USR65902,MCH5655,,,,Account Takeover,Merchant service was not delivered after payment.,PENDING_BANK,,MEDIUM,App,,,0,
CBK0001149,TXN00013355,USR52988,MCH1182,,,6746.58,customer issue,User says UPI PIN was not entered by them.,RESOLVED,,Low,CHATBOT,,,0,
CBK0002743,TXN53543,USR85742,MCH4473,,,299.18,not delivered,User says UPI PIN was not entered by them.,Rejected,,Low,Email,,,0,
CBK0002526,TXN00014583,USR53424,MCH7006,,2026-03-24,6768.55,Wrong Amount,Customer says amount was debited twice.,In Progress,,LOW,CHATBOT,,,0,2026-03-24
CBK0000792,TXN00017591,USR59752,MCH2176,,2026-02-09,6180.12,dispute raised,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,CLOSED,,MEDIUM,Email,,,0,2026-02-09
CBK0000971,TXN00019356,USR80212,MCH2335,,,6782.66,unauth txn,merchant service was not delivered after payment.,CLOSED,,High,IVR,,,0,
CBK0002752,TXN00009074,USR58639,MCH4181,,2026-01-05,,account hacked,Complaint received after multiple failed attempts.,OPEN,,P3,Branch,,,0,2026-01-05
CBK0002406,TXN00019470,USR71704,MCH3759,2026-03-02,,3505.15,delivery issue,Merchant service was not delivered after payment. urgent,CLOSED,,LOW,Branch,,,0,
CBK0000896,TXN00014731,USR29803,MCH7761,,,,delivery issue,Suspicious high-value payment disputed by cust.,Rejected,,MEDIUM,App,,,0,
CBK0000874,TXN00008435,USR43450,MCH8870,,2026-02-06,,complaint,User reports money deducted but merchant denies receiving payment.,RESOLVED,,MEDIUM,Email,,,0,2026-02-06
CBK0002644,TXN00006588,USR72024,MCH7102,2026-03-27,,-1971.85,complaint,Complaint received after multiple failed attempts.,REJECTED,,Critical,chatbot,,,0,
CBK0000057,TXN00005197,USR33934,MCH6452,,,,account hacked,Customer says transaction was not authorized.,PENDING_BANK,,P3,Email,,,0,
CBK0002367,TXN00000803,USR40928,MCH2574,,,,customer issue,Suspicious high-value payment disputed by customer.,Pending Bank,,Medium,Call Center,,,0,
CBK0001703,TXN00014396,USR62221,MCH7833,,2026-04-14,1107.61,unauth txn,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Closed,,H,App,,,0,2026-04-14
CBK0001314,TXN00015397,USR25021,MCH8657,2026-02-10,,7499.76,not delivered,Customer says transaction was not authorized.,REJECTED,,P4,IVR,,,0,
CBK0001319,,USR87558,MCH8935,2026-03-28,2026-04-13,,Customer Dispute,User says UPI PIN was not entered by them.,Closed,,MEDIUM,Call Center,384.0,,0,2026-04-13
CBK0002004,TXN00016498,USR71282,MCH5954,,,3489.66,scam,Customer complaint text unclear due to poor call center notes.,REJECTED,,P2,chatbot,,,0,
CBK0000030,TXN00002461,44431,MCH2413,,,,not done by me,Customer says transaction was not authorized.,RESOLVED,2026-02-05 16:52:30,LOW,Branch,,,0,
CBK0001890,,USR70787,MCH9165,,,594.52,login compromised,Complaint received after multiple failed attempts.,Closed,,P3,IVR,,,0,
CBK0001601,TXN00014556,51157,MCH7360,,,,FRAUD,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,PENDING_BANK,,P3,chatbot,,,1,
CBK0002519,TXN00002544,USR91069,MCH4788,,,-3839.34,service failed,User reports money deducted but merchant denies receiving payment.,Resolved,,LOW,IVR,,,0,
CBK0002316,TXN00018781,USR80429,MCH4070,2026-03-14,,428.55,suspicious transaction,User reports money deducted but merchant denies receiving payment.,Resolved,,L,CHATBOT,,,0,
